ID,Keyword,Title,State,Program,Type,Intent,Volume,CPC,Competition,RevenueScore,Priority,Status,Notes,URL,Created,Source,Target
CU-401,AI tool to check medical bill,ChatGPT vs Perplexity vs the CoveredUSA Bill Analyzer: Which AI Catches Overcharges?,,Medical Debt,comparison,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). AI audit corroboration - competitor comparison naming our tool,,2026-05-12,AI,analyzer
CU-402,verify AI hospital bill review,How to Verify What AI Tells You About Your Hospital Bill (and Why You Should),,Medical Debt,guide,transactional,,,,8,1,Ready,Manager bonus pick (not in either deep research report). AI audit corroboration - second-stage validator angle,,2026-05-12,AI,analyzer
CU-403,why hospital charge so much for aspirin,"Why Hospitals Charge $50 for an Aspirin: Inpatient Drug Markup, Explained",,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). Viral markup angle - aspirin/inpatient drug pricing,,2026-05-12,AI,analyzer
CU-404,hospital charged for ice pack,Why Did the Hospital Charge $30 for an Ice Pack? Petty Charges Decoded,,Medical Debt,informational,informational,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Viral petty charge angle,,2026-05-12,AI,analyzer
CU-405,inpatient drug markup percentage,"The $0.05 Pill Billed at $100: How Inpatient Drug Markups Hit 18,000%+",,Medical Debt,informational,informational,,,,8,1,Ready,"Manager bonus pick (not in either deep research report). Amlodipine 18,617% angle from Report B - viral data point",,2026-05-12,AI,analyzer
CU-406,NICU stay cost,How Much Does a NICU Stay Cost? Daily Charges Decoded (2026),,Healthcare Costs,comparison,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). High-emotion pediatric gap - neither report covered,,2026-05-12,AI,analyzer
CU-407,Texas Children's Hospital financial assistance,Texas Children's Hospital Charity Care: Income Limits and Application (2026),TX,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Top-searched children's hospital - neither report included,,2026-05-12,AI,analyzer
CU-408,can hospital refuse treatment no insurance,Can a Hospital Refuse Treatment If You Cannot Pay? EMTALA Rights Explained,,Medical Debt,informational,informational,,,,8,1,Ready,"Manager bonus pick (not in either deep research report). EMTALA patient rights - high search volume, under-served",,2026-05-12,AI,analyzer
CU-409,financial responsibility form hospital,What Is a Financial Responsibility Form? Did You Agree to Pay Whatever the Hospital Charged?,,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). Intake form patient rights gap,,2026-05-12,AI,analyzer
CU-410,EOB says zero hospital billing me,My EOB Says $0 But the Hospital Is Billing Me — What Happened?,,Medical Debt,informational,informational,,,,8,1,Ready,Manager bonus pick (not in either deep research report). EOB vs bill mismatch - most confusing thing patients hit,,2026-05-12,AI,analyzer
CU-411,read EOB and hospital bill together,How to Read Your Insurance EOB Side-by-Side With Your Hospital Bill,,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). EOB+bill side-by-side reading guide,,2026-05-12,AI,analyzer
CU-412,appeal Medicare Advantage hospital bill,How to Appeal a Medicare Advantage Hospital Bill Denial (2026),,Medical Debt,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). MA denial appeal - many disputes start here,,2026-05-12,AI,analyzer
CU-413,hospital price transparency compliance check,Is My Hospital Price Transparency Compliant? How to Check Before You Get Billed,,Healthcare Costs,guide,transactional,,,,8,2,Ready,Manager bonus pick (not in either deep research report). Pre-bill prevention angle on price transparency,,2026-05-12,AI,analyzer
