sheet_row,sheet_id,sheet_title,sheet_status,sheet_priority,classification,matched_template,matched_slug,recommended_action,confidence,notes
384,CU-376,Johns Hopkins Charity Care: Maryland All-Payer + Hospital FAP,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
385,CU-377,Pennsylvania Medical Debt 2026: UPMC + Penn State + State Rules,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
386,CU-378,How Much Does Cataract Surgery Cost? CPT 66984 vs. ASC vs. Hospital,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
387,CU-379,What Is a Modifier in Medical Billing? Plain-English Guide for Patients,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
388,CU-380,How to File a Complaint Against a Nonprofit Hospital for Violating 501(r),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
389,CU-381,How Much Does a Hernia Repair Cost? CPT 49505 vs. ASC vs. Hospital,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
390,CU-382,Stanford Health Care Charity Care: CA Hospital Fair Pricing Application,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
391,CU-383,What Is a Prompt Pay Discount? When to Ask (and When Not To),Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
392,CU-384,Virginia Medical Debt 2026: Inova FAP + New State Credit Reporting Ban,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
393,CU-385,How Much Does Physical Therapy Cost Per Session? CPT 97110/97530,Ready,3,MIGRATE_TO_TEMPLATE,procedure,physical-therapy-cost,Migrate to procedure template; delete from Sheet so blog-cron doesn't write it as a blog.,0.80,Strong match to procedure topic 'physical-therapy-cost' (jaccard 0.80)
394,CU-386,What Is a UB-04 Form? Decoding Your Hospital's Master Bill,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
395,CU-387,Banner Health Charity Care: Arizona FAP and How to Apply,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
396,CU-388,MD Anderson Charity Care: Cancer Center FAP for Out-of-State Patients,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
397,CU-389,How Much Does Dialysis Cost? CPT 90999 and the Bundled Payment Reality,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
398,CU-390,What Is a CMS-1500 Form? Professional vs. Hospital Bill Differences,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
399,CU-391,Maine Medical Debt 2026: Charity Care + Credit Reporting Ban,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
400,CU-392,Rhode Island Medical Debt 2026: Charity Care + 2024 Credit Reporting Law,Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
401,CU-393,Delaware Medical Debt: SB 156 Credit Reporting Ban (2026),Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
402,CU-394,Compare Top 10 Medical Bill Negotiation Services (CoveredUSA vs. Goodbill vs. Resolve vs. Dollar For),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
403,CU-395,When to Hire a Medical Billing Advocate vs. Use a Free Tool (Decision Tree),Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
404,CU-396,The True Cost of a Hospital Stay: 2026 Statistical Reference,Ready,3,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
405,CU-397,What Is an Advanced EOB Under the No Surprises Act? (2026 Status),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
406,CU-398,Patient's Guide to the No Surprises Act IDR Process (Step-by-Step 2026),Ready,3,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
407,CU-399,I Asked ChatGPT to Review My Hospital Bill: Here's What It Got Right and Wrong,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
408,CU-400,Can ChatGPT Actually Read a Hospital Bill PDF? A Practical Test,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
409,CU-401,ChatGPT vs Perplexity vs the CoveredUSA Bill Analyzer: Which AI Catches Overcharges?,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
410,CU-402,How to Verify What AI Tells You About Your Hospital Bill (and Why You Should),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
411,CU-403,"Why Hospitals Charge $50 for an Aspirin: Inpatient Drug Markup, Explained",Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
412,CU-404,Why Did the Hospital Charge $30 for an Ice Pack? Petty Charges Decoded,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
413,CU-405,"The $0.05 Pill Billed at $100: How Inpatient Drug Markups Hit 18,000%+",Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
414,CU-406,How Much Does a NICU Stay Cost? Daily Charges Decoded (2026),Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
415,CU-407,Texas Children's Hospital Charity Care: Income Limits and Application (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
416,CU-408,Can a Hospital Refuse Treatment If You Cannot Pay? EMTALA Rights Explained,Ready,1,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
417,CU-409,What Is a Financial Responsibility Form? Did You Agree to Pay Whatever the Hospital Charged?,Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
418,CU-410,My EOB Says $0 But the Hospital Is Billing Me — What Happened?,Ready,1,KEEP_AS_BLOG_NO_TEMPLATE_MATCH,,,"KEEP IN SHEET — no template match, treat as blog",0.50,No template match found
419,CU-411,How to Read Your Insurance EOB Side-by-Side With Your Hospital Bill,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
420,CU-412,How to Appeal a Medicare Advantage Hospital Bill Denial (2026),Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
421,CU-413,Is My Hospital Price Transparency Compliant? How to Check Before You Get Billed,Ready,2,KEEP_AS_BLOG,,,"KEEP IN SHEET — narrative/news-cycle/listicle shape, not template-shape",0.80,Blog-shape title (narrative/listicle/hospital-specific/news angle)
